"species","pathway","category","direction","log2FC","FDR"
"g__Bacteroides.s__Bacteroides_caccae","BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_caccae","Insulin_resistance","T2D_enriched",0.478350780525378,0.00524617070708435
"g__Parabacteroides.s__Parabacteroides_distasonis","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis","Insulin_resistance","T2D_enriched",0.474775286940802,1.13148584795862e-06
"g__Parabacteroides.s__Parabacteroides_distasonis","PWY-6936: seleno-amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis","Insulin_resistance","T2D_enriched",0.471808656086097,2.31736267751065e-07
"g__Parabacteroides.s__Parabacteroides_distasonis","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis","Inflammation","T2D_enriched",0.471173154218323,1.61533643689522e-07
"g__Bacteroides.s__Bacteroides_thetaiotaomicron","VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron","Insulin_resistance","T2D_enriched",0.468405868702207,0.0339520345095506
"g__Parabacteroides.s__Parabacteroides_distasonis","BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis","Insulin_resistance","T2D_enriched",0.465390399001428,2.23813118180272e-08
"g__Parabacteroides.s__Parabacteroides_distasonis","PWY-5103: L-isoleucine biosynthesis III|g__Parabacteroides.s__Parabacteroides_distasonis","Insulin_resistance","T2D_enriched",0.465198118619131,1.76039201553473e-08
"g__Gemmiger.s__Gemmiger_formicilis","BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Gemmiger.s__Gemmiger_formicilis","Insulin_resistance","Control_enriched",-0.462163307229438,0.000147390043080387
"g__Parabacteroides.s__Parabacteroides_distasonis","COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis","Insulin_resistance","T2D_enriched",0.459338359830728,1.11032261903038e-05
"g__Eubacterium.s__Eubacterium_sp_CAG_180","VALSYN-PWY: L-valine biosynthesis|g__Eubacterium.s__Eubacterium_sp_CAG_180","Insulin_resistance","T2D_enriched",0.45789722980112,0.000454145860539762
"g__Parabacteroides.s__Parabacteroides_distasonis","ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Parabacteroides.s__Parabacteroides_distasonis","Insulin_resistance","T2D_enriched",0.456199793768699,3.14783850736649e-08
"g__Roseburia.s__Roseburia_inulinivorans","ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Roseburia.s__Roseburia_inulinivorans","Insulin_resistance","T2D_enriched",0.456008849073685,0.000539459682076221
"g__Eubacterium.s__Eubacterium_sp_CAG_180","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Eubacterium.s__Eubacterium_sp_CAG_180","Insulin_resistance","T2D_enriched",0.451991063493493,0.00046894960187137
"g__Eubacterium.s__Eubacterium_sp_CAG_180","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_sp_CAG_180","Insulin_resistance","T2D_enriched",0.451991063493493,0.00046894960187137
"g__Gemmiger.s__Gemmiger_formicilis","PWY-5103: L-isoleucine biosynthesis III|g__Gemmiger.s__Gemmiger_formicilis","Insulin_resistance","Control_enriched",-0.448514685768077,0.000197780491432861
"g__Bacteroides.s__Bacteroides_caccae","ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_caccae","Insulin_resistance","T2D_enriched",0.445120915629812,0.0064753966713424
"g__Bacteroides.s__Bacteroides_caccae","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_caccae","Insulin_resistance","T2D_enriched",0.442039587995315,0.0034618614733619
"g__Bacteroides.s__Bacteroides_caccae","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_caccae","Insulin_resistance","T2D_enriched",0.442039587995315,0.0034618614733619
"g__Bacteroides.s__Bacteroides_caccae","VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_caccae","Insulin_resistance","T2D_enriched",0.441790130832908,0.0124125208870743
"g__Parabacteroides.s__Parabacteroides_distasonis","VALSYN-PWY: L-valine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis","Insulin_resistance","T2D_enriched",0.427831679535772,3.54350810731254e-08
"g__Gemmiger.s__Gemmiger_formicilis","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Gemmiger.s__Gemmiger_formicilis","Insulin_resistance","Control_enriched",-0.424078997863337,0.00456438588264073
"g__Gemmiger.s__Gemmiger_formicilis","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Gemmiger.s__Gemmiger_formicilis","Insulin_resistance","Control_enriched",-0.424078997863337,0.00456438588264073
"g__Dialister.s__Dialister_invisus","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Dialister.s__Dialister_invisus","Insulin_resistance","Control_enriched",-0.410509941912672,0.0194440145004837
"g__Dialister.s__Dialister_invisus","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dialister.s__Dialister_invisus","Insulin_resistance","Control_enriched",-0.410509941912672,0.0194440145004837
"g__Roseburia.s__Roseburia_inulinivorans","BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Roseburia.s__Roseburia_inulinivorans","Insulin_resistance","T2D_enriched",0.409848634544774,0.000560699016883774
"g__Roseburia.s__Roseburia_inulinivorans","PWY-5103: L-isoleucine biosynthesis III|g__Roseburia.s__Roseburia_inulinivorans","Insulin_resistance","T2D_enriched",0.404305297047062,0.000588916007991618
"g__Gemmiger.s__Gemmiger_formicilis","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Gemmiger.s__Gemmiger_formicilis","Insulin_resistance","Control_enriched",-0.403329036942348,0.0154862455029363
"g__Roseburia.s__Roseburia_inulinivorans","PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Roseburia.s__Roseburia_inulinivorans","Inflammation","T2D_enriched",0.399885591695352,0.00148078171568253
"g__Roseburia.s__Roseburia_inulinivorans","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_inulinivorans","Inflammation","T2D_enriched",0.397180297130047,0.0042199896820051
"g__Barnesiella.s__Barnesiella_intestinihominis","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Barnesiella.s__Barnesiella_intestinihominis","Insulin_resistance","Control_enriched",-0.391092839083139,0.0365879630524562
"g__Roseburia.s__Roseburia_inulinivorans","VALSYN-PWY: L-valine biosynthesis|g__Roseburia.s__Roseburia_inulinivorans","Insulin_resistance","T2D_enriched",0.390449120357824,0.00698272557409229
"g__Roseburia.s__Roseburia_inulinivorans","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Roseburia.s__Roseburia_inulinivorans","Insulin_resistance","T2D_enriched",0.384021122154683,0.00179149784715176
"g__Faecalibacterium.s__Faecalibacterium_prausnitzii","VALSYN-PWY: L-valine biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii","Insulin_resistance","Control_enriched",-0.381825508054055,3.89493124995722e-10
"g__Dialister.s__Dialister_invisus","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Dialister.s__Dialister_invisus","Insulin_resistance","Control_enriched",-0.379006585738204,0.0154862455029363
"g__Dialister.s__Dialister_invisus_CAG_218","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Dialister.s__Dialister_invisus_CAG_218","Insulin_resistance","Control_enriched",-0.378987094579252,0.0142701621675063
"g__Dialister.s__Dialister_invisus_CAG_218","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Dialister.s__Dialister_invisus_CAG_218","Insulin_resistance","Control_enriched",-0.378987094579252,0.0142701621675063
"g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Faecalibacterium.s__Faecalibacterium_prausnitzii","Insulin_resistance","Control_enriched",-0.372512456134424,8.15295481211923e-09
"g__Ruminococcus.s__Ruminococcus_bromii","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Ruminococcus.s__Ruminococcus_bromii","Insulin_resistance","T2D_enriched",0.367505975879135,0.00891063514609048
"g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Faecalibacterium.s__Faecalibacterium_prausnitzii","Insulin_resistance","Control_enriched",-0.36440219777707,2.32235225520223e-09
"g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii","Insulin_resistance","Control_enriched",-0.36440219777707,2.32235225520223e-09
"g__Dialister.s__Dialister_invisus_CAG_218","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus_CAG_218","Insulin_resistance","Control_enriched",-0.358051404185128,0.0134771549867284
"g__Bacteroides.s__Bacteroides_fragilis","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_fragilis","Insulin_resistance","T2D_enriched",0.356756227576721,8.78972741580962e-07
"g__Ruminococcus.s__Ruminococcus_bromii","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_bromii","Inflammation","T2D_enriched",0.349495361784145,0.0316175157455968
"g__Dialister.s__Dialister_invisus_CAG_218","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus_CAG_218","Inflammation","Control_enriched",-0.347947167669217,0.017822165445696
"g__Roseburia.s__Roseburia_inulinivorans","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_inulinivorans","Insulin_resistance","T2D_enriched",0.346925107717917,0.0080610125659151
"g__Lachnospira.s__Lachnospira_pectinoschiza","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Lachnospira.s__Lachnospira_pectinoschiza","Insulin_resistance","Control_enriched",-0.344000900038109,0.00127186774020564
"g__Lachnospira.s__Lachnospira_pectinoschiza","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Lachnospira.s__Lachnospira_pectinoschiza","Insulin_resistance","Control_enriched",-0.344000900038109,0.00127186774020564
"g__Roseburia.s__Roseburia_inulinivorans","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Roseburia.s__Roseburia_inulinivorans","Insulin_resistance","T2D_enriched",0.343876794303904,0.00767083668143195
"g__Roseburia.s__Roseburia_inulinivorans","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_inulinivorans","Insulin_resistance","T2D_enriched",0.343876794303904,0.00767083668143195
"g__Dialister.s__Dialister_invisus","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus","Insulin_resistance","Control_enriched",-0.341569080058148,0.0163801759630665
"g__Lachnospira.s__Lachnospira_pectinoschiza","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Lachnospira.s__Lachnospira_pectinoschiza","Insulin_resistance","Control_enriched",-0.339973810886114,0.00651271128727477
"g__Ruminococcus.s__Ruminococcus_bromii","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_bromii","Insulin_resistance","T2D_enriched",0.333815153870429,0.0347439905104602
"g__Roseburia.s__Roseburia_inulinivorans_CAG_15","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_inulinivorans_CAG_15","Insulin_resistance","T2D_enriched",0.330133309407447,0.0108563711698895
"g__Dialister.s__Dialister_invisus_CAG_218","PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Dialister.s__Dialister_invisus_CAG_218","Inflammation","Control_enriched",-0.329750819191642,0.0131864470488336
"g__Dialister.s__Dialister_invisus","PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Dialister.s__Dialister_invisus","Inflammation","Control_enriched",-0.324011771056612,0.00902622167642699
"g__Bacteroides.s__Bacteroides_fragilis","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis","Insulin_resistance","T2D_enriched",0.319622176055162,0.00992964023762344
"g__Roseburia.s__Roseburia_inulinivorans_CAG_15","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Roseburia.s__Roseburia_inulinivorans_CAG_15","Insulin_resistance","T2D_enriched",0.315269779478168,0.00328693514821616
"g__Bacteroides.s__Bacteroides_fragilis","VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_fragilis","Insulin_resistance","T2D_enriched",0.314727146188067,0.000305462747184975
"g__Dialister.s__Dialister_invisus","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus","Inflammation","Control_enriched",-0.31356402035705,0.015959611567037
"g__Ruminococcus.s__Ruminococcus_bromii","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Ruminococcus.s__Ruminococcus_bromii","Insulin_resistance","T2D_enriched",0.311268674235059,0.0283201172144119
"g__Ruminococcus.s__Ruminococcus_bromii","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii","Insulin_resistance","T2D_enriched",0.311268674235059,0.0283201172144119
"g__Alistipes.s__Alistipes_putredinis","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Alistipes.s__Alistipes_putredinis","Insulin_resistance","Control_enriched",-0.307614639137835,0.024272891947082
"g__Alistipes.s__Alistipes_putredinis","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Alistipes.s__Alistipes_putredinis","Insulin_resistance","Control_enriched",-0.307614639137835,0.024272891947082
"g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii","Insulin_resistance","Control_enriched",-0.302792883665207,0.000443534937667226
"g__Bacteroides.s__Bacteroides_fragilis_CAG_47","VALSYN-PWY: L-valine biosynthesis|g__Bacteroides.s__Bacteroides_fragilis_CAG_47","Insulin_resistance","T2D_enriched",0.300757934283864,0.000401072245868023
"g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii","Inflammation","Control_enriched",-0.299700968471929,0.0479824183438937
"g__Lachnospira.s__Lachnospira_pectinoschiza","VALSYN-PWY: L-valine biosynthesis|g__Lachnospira.s__Lachnospira_pectinoschiza","Insulin_resistance","Control_enriched",-0.295580072362708,0.0380857390192451
"g__Alistipes.s__Alistipes_putredinis_CAG_67","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis_CAG_67","Inflammation","Control_enriched",-0.295066345634129,0.00741009719778746
"g__Alistipes.s__Alistipes_putredinis_CAG_67","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis_CAG_67","Insulin_resistance","Control_enriched",-0.28490720235526,0.015700118029513
"g__Bacteroides.s__Bacteroides_fragilis","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis","Insulin_resistance","T2D_enriched",0.282257526376437,0.0178667958440107
"g__Bacteroides.s__Bacteroides_fragilis","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_fragilis","Insulin_resistance","T2D_enriched",0.282257526376437,0.0178667958440107
"g__Roseburia.s__Roseburia_inulinivorans_CAG_15","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Roseburia.s__Roseburia_inulinivorans_CAG_15","Insulin_resistance","T2D_enriched",0.281668840639818,0.00959065545221607
"g__Roseburia.s__Roseburia_inulinivorans_CAG_15","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Roseburia.s__Roseburia_inulinivorans_CAG_15","Insulin_resistance","T2D_enriched",0.281668840639818,0.00959065545221607
"g__Alistipes.s__Alistipes_putredinis","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis","Inflammation","Control_enriched",-0.278265438049387,0.0216281246452944
"g__Roseburia.s__Roseburia_inulinivorans_CAG_15","PWY-5100: pyruvate fermentation to acetate and lactate II|g__Roseburia.s__Roseburia_inulinivorans_CAG_15","SCFA","T2D_enriched",0.274247526344465,0.00334568166849655
"g__Bacteroides.s__Bacteroides_uniformis","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis","Inflammation","T2D_enriched",0.272277561999475,0.00452380545748495
"g__Alistipes.s__Alistipes_putredinis","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_putredinis","Insulin_resistance","Control_enriched",-0.27221886566924,0.0369479173257025
"g__Bacteroides.s__Bacteroides_uniformis","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis","Insulin_resistance","T2D_enriched",0.271934084005328,0.004863516447638
"g__Bacteroides.s__Bacteroides_uniformis","PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Bacteroides.s__Bacteroides_uniformis","Insulin_resistance","T2D_enriched",0.271496577143674,0.00300600845181166
"g__Alistipes.s__Alistipes_putredinis","PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Alistipes.s__Alistipes_putredinis","Inflammation","Control_enriched",-0.268193679473224,0.0412003579127817
"g__Bacteroides.s__Bacteroides_uniformis","PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_uniformis","Inflammation","T2D_enriched",0.264497189994898,0.00593062789509293
"g__Eubacterium.s__Eubacterium_eligens","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Eubacterium.s__Eubacterium_eligens","Insulin_resistance","Control_enriched",-0.250935272223233,0.0158343017801084
"g__Eubacterium.s__Eubacterium_eligens","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_eligens","Insulin_resistance","Control_enriched",-0.250935272223233,0.0158343017801084
"g__Eubacterium.s__Eubacterium_eligens_CAG_72","ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Eubacterium.s__Eubacterium_eligens_CAG_72","Insulin_resistance","Control_enriched",-0.249469822036978,0.048432818073396
"g__Blautia.s__Blautia_wexlerae","VALSYN-PWY: L-valine biosynthesis|g__Blautia.s__Blautia_wexlerae","Insulin_resistance","T2D_enriched",0.232317547705671,0.0292169901771622
"g__Bacteroides.s__Bacteroides_uniformis_CAG_3","PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3","Insulin_resistance","T2D_enriched",0.223867113123865,0.00101225457390384
"g__Eubacterium.s__Eubacterium_eligens","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Eubacterium.s__Eubacterium_eligens","Insulin_resistance","Control_enriched",-0.223012421238848,0.0290424940593763
"g__Bacteroides.s__Bacteroides_uniformis_CAG_3","PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3","Inflammation","T2D_enriched",0.216398074295366,0.00546950168477383
"g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Eubacterium.s__Eubacterium_eligens_CAG_72","Insulin_resistance","Control_enriched",-0.214454109316779,0.0258969217048457
"g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Eubacterium.s__Eubacterium_eligens_CAG_72","Insulin_resistance","Control_enriched",-0.214454109316779,0.0258969217048457
"g__Bacteroides.s__Bacteroides_uniformis","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis","Insulin_resistance","T2D_enriched",0.214275502860176,0.0175370925543893
"g__Bacteroides.s__Bacteroides_uniformis_CAG_3","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Bacteroides.s__Bacteroides_uniformis_CAG_3","Insulin_resistance","T2D_enriched",0.213173889126328,0.00483926740734278
