feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate	study_condition	T2D	1.33044952105071	0.164564901243533	952	489	1.89473900080615e-15	5.12763742093164e-13
P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.	study_condition	T2D	1.01857565234394	0.127065173987354	952	302	3.19886673486214e-15	8.39460179512308e-13
P161.PWY..acetylene.degradation	study_condition	T2D	1.43875270463208	0.18054781718031	952	357	4.58456777250015e-15	1.16771637970151e-12
PWY.5675..nitrate.reduction.V..assimilatory..unclassified	study_condition	T2D	1.05049803011898	0.131983580049886	952	278	4.92714986462531e-15	1.21911765221872e-12
PWY.6113..superpathway.of.mycolate.biosynthesis	study_condition	T2D	0.865013989239497	0.108847680550937	952	220	5.40771196419914e-15	1.23238909499907e-12
PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation	study_condition	T2D	1.11939747546749	0.140828952160455	952	293	5.3419155832136e-15	1.23238909499907e-12
PWY.5173..superpathway.of.acetyl.CoA.biosynthesis.unclassified	study_condition	T2D	1.24146875565732	0.156152263718229	952	265	5.27199204134598e-15	1.23238909499907e-12
PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.	study_condition	T2D	1.36707881927625	0.172253949550561	952	350	5.85884884725046e-15	1.30096489787664e-12
KETOGLUCONMET.PWY..ketogluconate.metabolism	study_condition	T2D	1.42400928825888	0.179703666087137	952	271	6.4245405034235e-15	1.39091301899119e-12
PWY.7254..TCA.cycle.VII..acetate.producers.	study_condition	T2D	1.09346244772131	0.139384929716772	952	360	1.1657710958314e-14	2.46233602192681e-12
PWY.6629..superpathway.of.L.tryptophan.biosynthesis	study_condition	T2D	1.24543768469065	0.158934811367905	952	288	1.24467588189414e-14	2.56640312790553e-12
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis	study_condition	T2D	1.2171827120585	0.156560116678692	952	418	1.96975907508071e-14	3.96700316051138e-12
PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Escherichia.s__Escherichia_coli	study_condition	T2D	1.9695783915056	0.256935189064208	952	227	4.39958725707076e-14	8.65918764687108e-12
PYRIDNUCSAL.PWY..NAD.salvage.pathway.I	study_condition	T2D	1.15360861481823	0.150834213201506	952	429	5.00069730901909e-14	9.53685308995424e-12
PWY.5845..superpathway.of.menaquinol.9.biosynthesis	study_condition	T2D	0.792069303033356	0.103586898465699	952	288	5.06576492076091e-14	9.53685308995424e-12
PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis	study_condition	T2D	0.815204267115717	0.106708548040135	952	288	5.3274687362988e-14	9.81614452262715e-12
PWY.5863..superpathway.of.phylloquinol.biosynthesis	study_condition	T2D	1.29649037910946	0.169822875998576	952	362	5.53283674302206e-14	9.98215962386896e-12
PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.	study_condition	T2D	1.01515871407351	0.133603942058011	952	225	7.20005762005089e-14	1.27249997938042e-11
PWY.5897..superpathway.of.menaquinol.11.biosynthesis	study_condition	T2D	1.25203184023117	0.165592612816321	952	368	9.44518867054639e-14	1.5308949553624e-11
PWY.5898..superpathway.of.menaquinol.12.biosynthesis	study_condition	T2D	1.25203184023117	0.165592612816321	952	368	9.44518867054639e-14	1.5308949553624e-11
PWY.5899..superpathway.of.menaquinol.13.biosynthesis	study_condition	T2D	1.25203184023117	0.165592612816321	952	368	9.44518867054639e-14	1.5308949553624e-11
PWY.5791..1.4.dihydroxy.2.naphthoate.biosynthesis.II..plants.	study_condition	T2D	1.32446147985381	0.175206022842229	952	368	9.5459962574561e-14	1.5308949553624e-11
PWY.5837..1.4.dihydroxy.2.naphthoate.biosynthesis.I	study_condition	T2D	1.32446147985381	0.175206022842229	952	368	9.5459962574561e-14	1.5308949553624e-11
PWY.5861..superpathway.of.demethylmenaquinol.8.biosynthesis	study_condition	T2D	1.25543914799498	0.16795016621709	952	366	1.75482288130884e-13	2.76304839129719e-11
PWY.5838..superpathway.of.menaquinol.8.biosynthesis.I	study_condition	T2D	1.22157438855285	0.163620110187225	952	366	1.87393867378666e-13	2.89791230624866e-11
PWY.7663..gondoate.biosynthesis..anaerobic..g__Escherichia.s__Escherichia_coli	study_condition	T2D	1.37638786174048	0.184538973107009	952	214	1.97600895465397e-13	3.00214693812339e-11
GLYOXYLATE.BYPASS..glyoxylate.cycle.unclassified	study_condition	T2D	0.98084634189158	0.132033352629498	952	317	2.44461870198434e-13	3.65006861365248e-11
GALACTARDEG.PWY..D.galactarate.degradation.I	study_condition	T2D	1.32302507806048	0.181172030974665	952	522	5.98108001559394e-13	8.63269215584058e-11
GLUCARGALACTSUPER.PWY..superpathway.of.D.glucarate.and.D.galactarate.degradation	study_condition	T2D	1.32302507806048	0.181172030974665	952	522	5.98108001559394e-13	8.63269215584058e-11
HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.	study_condition	T2D	1.14098241068651	0.156655327650886	952	521	6.84526873180394e-13	9.71803724875772e-11
PWY.5367..petroselinate.biosynthesis	study_condition	T2D	1.04198362875725	0.143998335895443	952	233	9.53408894318001e-13	1.33169693948289e-10
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Escherichia.s__Escherichia_coli	study_condition	T2D	1.13032428200292	0.156342425328912	952	235	9.96148925423907e-13	1.36930947526524e-10
FERMENTATION.PWY..mixed.acid.fermentation.unclassified	study_condition	T2D	0.930530929510367	0.130146419718457	952	334	1.73527882809369e-12	2.34804916426427e-10
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation	study_condition	T2D	1.3761333111024	0.192542362177328	952	554	1.76802794027309e-12	2.35555722504076e-10
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I.unclassified	study_condition	T2D	0.960325830854118	0.135280950675223	952	453	2.46805326690063e-12	3.23838504414537e-10
PWY.5747..2.methylcitrate.cycle.II	study_condition	T2D	1.26246679222478	0.178184452888953	952	218	2.70919881561813e-12	3.50174055869447e-10
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I	study_condition	T2D	1.11931710199118	0.160020566747333	952	635	5.01637063530241e-12	6.38849554437043e-10
PWY.6803..phosphatidylcholine.acyl.editing.g__Escherichia.s__Escherichia_coli	study_condition	T2D	1.27650138307973	0.183421405421943	952	219	6.37596634714033e-12	8.00229979220801e-10
SO4ASSIM.PWY..sulfate.reduction.I..assimilatory..unclassified	study_condition	T2D	0.937877773664583	0.134966385907478	952	313	6.84033785978453e-12	8.46247512367629e-10
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type	study_condition	T2D	1.3482387879825	0.194670723226097	952	524	7.99870387604739e-12	9.75616557275639e-10
PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation.unclassified	study_condition	T2D	1.16774085846511	0.170155746381295	952	285	1.21942757903171e-11	1.4667003936687e-09
PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation	study_condition	T2D	1.16150162963921	0.169898843135712	952	667	1.45330336478665e-11	1.70075772149356e-09
FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli..unclassified	study_condition	T2D	1.00205380065808	0.146539183977057	952	431	1.43698482032512e-11	1.70075772149356e-09
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation.unclassified	study_condition	T2D	0.893770028199108	0.131556148363952	952	336	1.92767057597107e-11	2.22581695838793e-09
PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.	study_condition	T2D	1.14852478226179	0.170763834320791	952	346	3.01668649975427e-11	3.43743487998316e-09
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I.unclassified	study_condition	T2D	0.895298885349877	0.133474273160402	952	287	3.3974996038722e-11	3.82108397006925e-09
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast..unclassified	study_condition	T2D	0.998938261843974	0.150103723761781	952	425	4.78879549576011e-11	5.31679089657468e-09
PWY.4041...gamma..glutamyl.cycle.unclassified	study_condition	T2D	0.925027666807579	0.139945465546556	952	383	6.41191612632832e-11	7.02875869038016e-09
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis.unclassified	study_condition	T2D	0.81357034190219	0.1232793417272	952	447	6.86181294629227e-11	7.42791251436138e-09
HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.	study_condition	T2D	0.806806117968069	0.122417441710473	952	655	7.26176682331402e-11	7.76381489998758e-09
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I.unclassified	study_condition	T2D	0.747561773736189	0.113884305847068	952	392	8.60468494645791e-11	9.08738678491774e-09
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	study_condition	T2D	1.00747632653602	0.153532078481254	952	672	8.72863578138866e-11	9.10722721287058e-09
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..unclassified	study_condition	T2D	0.97351786705757	0.148686545521025	952	292	9.58133162689112e-11	9.84567177305529e-09
METHGLYUT.PWY..superpathway.of.methylglyoxal.degradation	study_condition	T2D	1.302166398929	0.198956076888931	952	439	9.73322479632347e-11	9.84567177305529e-09
METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis.unclassified	study_condition	T2D	0.822857890352444	0.12573684702241	952	448	9.77745695707569e-11	9.84567177305529e-09
PWY.5840..superpathway.of.menaquinol.7.biosynthesis	study_condition	T2D	0.927919431925797	0.142026596792371	952	277	1.04811716329185e-10	1.04329823380545e-08
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration..unclassified	study_condition	T2D	0.798377952356685	0.123769949601401	952	433	1.77546600447433e-10	1.74721995440314e-08
PWY.6630..superpathway.of.L.tyrosine.biosynthesis	study_condition	T2D	0.959316821444421	0.148775939252647	952	288	1.80299758468885e-10	1.75437742510173e-08
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type.unclassified	study_condition	T2D	0.772417223751359	0.120964762747636	952	301	2.67319139368525e-10	2.57220416325714e-08
PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria..unclassified	study_condition	T2D	0.857964204927011	0.135302584202377	952	465	3.52743591507747e-10	3.35687857412867e-08
PWY.4981..L.proline.biosynthesis.II..from.arginine..unclassified	BMI	BMI	-0.0507912317298537	0.00805115784811853	952	773	4.31713880555442e-10	4.0637415278371e-08
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation..unclassified	study_condition	T2D	0.779768372266538	0.123800962946697	952	261	4.59297225894642e-10	4.27689674865333e-08
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff.unclassified	study_condition	T2D	0.548721031866244	0.0878322044508437	952	221	6.29824641979338e-10	5.80242702078836e-08
PWY.5177..glutaryl.CoA.degradation.unclassified	study_condition	T2D	0.864422950373641	0.138765322880943	952	395	7.03371573396812e-10	6.41178718485936e-08
PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis.unclassified	study_condition	T2D	0.769165647922714	0.123652885088579	952	264	7.43365579089711e-10	6.7057769947051e-08
FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage	study_condition	T2D	0.896118925392602	0.144852734605721	952	244	9.14669399100022e-10	8.16601752186206e-08
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis	study_condition	T2D	0.906442786110982	0.146642285409453	952	244	9.43499702621749e-10	8.33745655582076e-08
SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II	study_condition	T2D	0.915023593220888	0.150011849037655	952	835	1.54672298361036e-09	1.35299202404705e-07
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	study_condition	T2D	0.954667041828082	0.156694379210843	952	787	1.61454737435448e-09	1.39819802619098e-07
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	study_condition	T2D	0.900120176595502	0.147965785249011	952	787	1.70674875179194e-09	1.46341031589289e-07
PWY.5022..4.aminobutanoate.degradation.V	study_condition	T2D	1.11943320295622	0.184262969513857	952	500	1.79182825861481e-09	1.5212973254514e-07
METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis	study_condition	T2D	0.910947953251817	0.150419751471279	952	787	2.00965011175804e-09	1.68966698716744e-07
PWY.6549..L.glutamine.biosynthesis.III	study_condition	T2D	1.0391775354745	0.172789365788689	952	647	2.58022467421171e-09	2.14551822107551e-07
SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis.unclassified	study_condition	T2D	0.656345359483446	0.109181365208621	952	261	2.6206346525361e-09	2.14551822107551e-07
FAO.PWY..fatty.acid..beta..oxidation.I.unclassified	study_condition	T2D	0.733660824574571	0.12204978223334	952	238	2.62615394265593e-09	2.14551822107551e-07
PWY.7046..4.coumarate.degradation..anaerobic.	study_condition	T2D	0.866276130882466	0.144252033008336	952	245	2.71924736776676e-09	2.20081142101497e-07
PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis	study_condition	T2D	0.96200569705127	0.160745589213958	952	524	3.07333747981558e-09	2.46142561646774e-07
PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type.unclassified	study_condition	T2D	0.697570974978051	0.116586488615977	952	276	3.09809921703215e-09	2.46142561646774e-07
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	study_condition	T2D	0.880341823313431	0.147221944399188	952	787	3.16479849753587e-09	2.4915595444237e-07
PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol.	BMI	BMI	-0.0507535958002312	0.00849371642951793	952	764	3.24559081914065e-09	2.53214563006829e-07
PWY.6531..mannitol.cycle	study_condition	T2D	0.950419061614214	0.159195066610382	952	521	3.34834126073321e-09	2.5889852962455e-07
HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.	study_condition	T2D	1.04014700707073	0.175497033276968	952	623	4.32043006748705e-09	3.31105525525999e-07
ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis.unclassified	study_condition	T2D	0.58842072130656	0.0993538081597344	952	317	4.43305253104704e-09	3.36756446656731e-07
GLUDEG.I.PWY..GABA.shunt	study_condition	T2D	1.3139972461305	0.222595523737983	952	615	4.9666689824944e-09	3.74011768594796e-07
PWY0.1061..superpathway.of.L.alanine.biosynthesis.unclassified	study_condition	T2D	0.946924731958399	0.161804695180476	952	316	6.67743278008672e-09	4.98504895478888e-07
ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis	study_condition	T2D	0.734794719287525	0.125811244243394	952	800	7.15103113604727e-09	5.29298543915978e-07
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis	BMI	BMI	0.0105806753329284	0.00181614198179289	952	946	7.77910402546683e-09	5.66563921480771e-07
PWY.5136..fatty.acid..beta..oxidation.II..peroxisome..unclassified	study_condition	T2D	0.722474004277406	0.124013504133379	952	229	7.785347188939e-09	5.66563921480771e-07
GLYCOCAT.PWY..glycogen.degradation.I..bacterial..unclassified	study_condition	T2D	0.724631252949133	0.125922729917598	952	272	1.17239104049676e-08	8.46075534225161e-07
TCA..TCA.cycle.I..prokaryotic.	study_condition	T2D	0.711884924665952	0.123866266394402	952	802	1.22279660447475e-08	8.751585615497e-07
PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation	study_condition	T2D	0.874618618223948	0.152337480567467	952	625	1.26457089682679e-08	8.97638030042626e-07
PWY.6353..purine.nucleotides.degradation.II..aerobic..unclassified	study_condition	T2D	0.761995582856118	0.132933788918134	952	443	1.33253411057787e-08	9.38190682732063e-07
UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	study_condition	T2D	-0.898199626265555	0.156846515633541	952	845	1.37517098599592e-08	9.60401672477797e-07
HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72	BMI	BMI	-0.0518266771684654	0.00905628010086824	952	349	1.40589657855581e-08	9.74005149623465e-07
PWY66.399..gluconeogenesis.III	BMI	BMI	-0.0424533529813048	0.00746577582860791	952	729	1.7278857190631e-08	1.18757859738781e-06
SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II.unclassified	study_condition	T2D	0.88862584916211	0.156320882073576	952	653	1.74526559755683e-08	1.19007874605056e-06
PWY66.389..phytol.degradation	study_condition	T2D	1.55856586592759	0.274385335243621	952	336	1.7894270696306e-08	1.21065925179695e-06
DAPLYSINESYN.PWY..L.lysine.biosynthesis.I.unclassified	study_condition	T2D	0.858388225934134	0.152513622545999	952	355	2.3973122496557e-08	1.60935845597041e-06
PWY.6892..thiazole.biosynthesis.I..E..coli..g__Eubacterium.s__Eubacterium_eligens	BMI	BMI	-0.0492873306688825	0.00876922479335061	952	334	2.50421187572099e-08	1.66819037259567e-06
HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens	BMI	BMI	-0.0549918502719126	0.00978809195833056	952	335	2.53595088844287e-08	1.67643776289429e-06
PWY.5097..L.lysine.biosynthesis.VI.g__Eubacterium.s__Eubacterium_eligens_CAG_72	BMI	BMI	-0.0561049918527537	0.00999086429265218	952	343	2.57328580140552e-08	1.68823144243726e-06
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens	BMI	BMI	-0.0523469358471117	0.00935853251651641	952	431	2.91200133452705e-08	1.88193519082121e-06
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_eligens	BMI	BMI	-0.0523469358471117	0.00935853251651641	952	431	2.91200133452705e-08	1.88193519082121e-06
TCA..TCA.cycle.I..prokaryotic..unclassified	study_condition	T2D	0.707557166746928	0.126575517908464	952	343	2.96936159546924e-08	1.90479047531583e-06
PWY0.862...5Z..dodec.5.enoate.biosynthesis.unclassified	study_condition	T2D	0.82725612129898	0.148030997297059	952	384	2.99599901608471e-08	1.907746432301e-06
PWY0.1296..purine.ribonucleosides.degradation.unclassified	BMI	BMI	-0.0386994790670864	0.00695994797953001	952	881	3.50245596015329e-08	2.21396121276843e-06
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I	study_condition	T2D	0.731246594381831	0.132136023507411	952	813	4.05077428286633e-08	2.54200762968279e-06
PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation	study_condition	T2D	1.13486985526015	0.205965049194018	952	345	4.62485507755342e-08	2.88138453033184e-06
UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens	BMI	BMI	-0.0560965510849562	0.0102452244036232	952	484	5.5929910657786e-08	3.4596644735459e-06
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation	study_condition	T2D	0.880040848337087	0.161132665379608	952	553	6.03112879228663e-08	3.70422520150371e-06
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants..unclassified	study_condition	T2D	0.754989440001306	0.138746745362556	952	340	6.72970039034533e-08	4.10416939298525e-06
PWY0.1296..purine.ribonucleosides.degradation.g__Eubacterium.s__Eubacterium_eligens	BMI	BMI	-0.0550468207895833	0.0101406535251371	952	319	7.22906617144735e-08	4.37788203110028e-06
PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing..unclassified	study_condition	T2D	0.73643798200274	0.135735741125347	952	789	7.33997226601547e-08	4.39582726968287e-06
TRPSYN.PWY..L.tryptophan.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72	BMI	BMI	-0.0456758512340241	0.00841948059301778	952	283	7.36021886956138e-08	4.39582726968287e-06
PWY.2723..trehalose.degradation.V	study_condition	T2D	0.917799884595041	0.169484620967353	952	492	7.76129143180757e-08	4.6036153287297e-06
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Eubacterium.s__Eubacterium_eligens	BMI	BMI	-0.0342705880161163	0.00633319440764858	952	235	7.93032253661048e-08	4.67187708619366e-06
PWY.6936..seleno.amino.acid.biosynthesis.g__Eubacterium.s__Eubacterium_eligens	BMI	BMI	-0.0441956797756098	0.00817831384345661	952	340	8.2480397272795e-08	4.82621784042165e-06
THISYNARA.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.III..eukaryotes.	BMI	BMI	0.0109657048986819	0.00203200295614884	952	946	8.58982017511377e-08	4.99247266553592e-06
PWY.2723..trehalose.degradation.V.unclassified	study_condition	T2D	0.660846789256814	0.123058200651197	952	234	9.89890919634238e-08	5.71497024268834e-06
UNINTEGRATED.g__Eubacterium.s__Eubacterium_eligens_CAG_72	BMI	BMI	-0.0712654444952617	0.0133105703506132	952	491	1.0796310788806e-07	6.19179148550069e-06
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens_CAG_72	BMI	BMI	-0.0657541023806517	0.0123068442970356	952	450	1.14620680456091e-07	6.48768034476961e-06
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72	BMI	BMI	-0.0657541023806517	0.0123068442970356	952	450	1.14620680456091e-07	6.48768034476961e-06
PWY.5177..glutaryl.CoA.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	study_condition	T2D	-0.797336459081045	0.149421254308595	952	780	1.18822245517257e-07	6.68182237778862e-06
ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Eubacterium.s__Eubacterium_eligens_CAG_72	BMI	BMI	-0.0578731821647218	0.0108557082754889	952	359	1.22066319038477e-07	6.81996337337553e-06
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.	study_condition	T2D	0.970353087081318	0.182256529180519	952	808	1.26734211502147e-07	6.99056223954521e-06
PWY.6606..guanosine.nucleotides.degradation.II	study_condition	T2D	0.821724732366	0.154306078842602	952	747	1.25934848008379e-07	6.99056223954521e-06
FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.	study_condition	T2D	0.908972533089222	0.170841206300977	952	803	1.29149715495471e-07	7.07871225437199e-06
VALSYN.PWY..L.valine.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	study_condition	T2D	-0.752968517881833	0.141942053549585	952	777	1.40504872849882e-07	7.65265533886781e-06
