"feature","metadata","value","coef","stderr","N","N.not.0","pval","qval"
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Escherichia.s__Escherichia_coli","study_condition","T2D",1.13032428200292,0.156342425328912,952,235,9.96148925423907e-13,1.36930947526524e-10
"PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate","study_condition","T2D",1.12279793156128,0.133041024623988,952,334,1.18326267468671e-16,4.65775216490313e-14
"PWY.5022..4.aminobutanoate.degradation.V","study_condition","T2D",1.11943320295622,0.184262969513857,952,500,1.79182825861481e-09,1.5212973254514e-07
"PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation","study_condition","T2D",1.11939747546749,0.140828952160455,952,293,5.3419155832136e-15,1.23238909499907e-12
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I","study_condition","T2D",1.11931710199118,0.160020566747333,952,635,5.01637063530241e-12,6.38849554437043e-10
"PWY.7254..TCA.cycle.VII..acetate.producers.","study_condition","T2D",1.09346244772131,0.139384929716772,952,360,1.1657710958314e-14,2.46233602192681e-12
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",1.07424422880285,0.217652639926883,952,522,9.43873031691439e-07,3.8556322898339e-05
"PWY.5675..nitrate.reduction.V..assimilatory..unclassified","study_condition","T2D",1.05049803011898,0.131983580049886,952,278,4.92714986462531e-15,1.21911765221872e-12
"PWY.5367..petroselinate.biosynthesis","study_condition","T2D",1.04198362875725,0.143998335895443,952,233,9.53408894318001e-13,1.33169693948289e-10
"HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.","study_condition","T2D",1.04014700707073,0.175497033276968,952,623,4.32043006748705e-09,3.31105525525999e-07
"PWY.6549..L.glutamine.biosynthesis.III","study_condition","T2D",1.0391775354745,0.172789365788689,952,647,2.58022467421171e-09,2.14551822107551e-07
"P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.","study_condition","T2D",1.01857565234394,0.127065173987354,952,302,3.19886673486214e-15,8.39460179512308e-13
"PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.","study_condition","T2D",1.01515871407351,0.133603942058011,952,225,7.20005762005089e-14,1.27249997938042e-11
"PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.","study_condition","T2D",1.00747632653602,0.153532078481254,952,672,8.72863578138866e-11,9.10722721287058e-09
"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli..unclassified","study_condition","T2D",1.00205380065808,0.146539183977057,952,431,1.43698482032512e-11,1.70075772149356e-09
"PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast..unclassified","study_condition","T2D",0.998938261843974,0.150103723761781,952,425,4.78879549576011e-11,5.31679089657468e-09
"PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.","study_condition","T2D",0.985121485648707,0.185924472994323,952,801,1.45260562626465e-07,7.71752437021589e-06
"GLYOXYLATE.BYPASS..glyoxylate.cycle.unclassified","study_condition","T2D",0.98084634189158,0.132033352629498,952,317,2.44461870198434e-13,3.65006861365248e-11
"PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..unclassified","study_condition","T2D",0.97351786705757,0.148686545521025,952,292,9.58133162689112e-11,9.84567177305529e-09
"PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.","study_condition","T2D",0.970353087081318,0.182256529180519,952,808,1.26734211502147e-07,6.99056223954521e-06
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.969104067434186,0.217598229594544,952,418,9.44901091471401e-06,0.000269172481978366
"PWY.7664..oleate.biosynthesis.IV..anaerobic.","study_condition","T2D",0.965138810015751,0.183599681297155,952,801,1.8122842841667e-07,9.17800111162787e-06
"PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis","study_condition","T2D",0.96200569705127,0.160745589213958,952,524,3.07333747981558e-09,2.46142561646774e-07
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I.unclassified","study_condition","T2D",0.960325830854118,0.135280950675223,952,453,2.46805326690063e-12,3.23838504414537e-10
"GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.959445956664662,0.202822236526739,952,762,2.58073573712637e-06,8.76438097392722e-05
"PWY.6630..superpathway.of.L.tyrosine.biosynthesis","study_condition","T2D",0.959316821444421,0.148775939252647,952,288,1.80299758468885e-10,1.75437742510173e-08
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I","study_condition","T2D",0.954667041828082,0.156694379210843,952,787,1.61454737435448e-09,1.39819802619098e-07
"PWY.6531..mannitol.cycle","study_condition","T2D",0.950419061614214,0.159195066610382,952,521,3.34834126073321e-09,2.5889852962455e-07
"PWY0.1061..superpathway.of.L.alanine.biosynthesis.unclassified","study_condition","T2D",0.946924731958399,0.161804695180476,952,316,6.67743278008672e-09,4.98504895478888e-07
"PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.","study_condition","T2D",0.945520794406643,0.17898767290367,952,801,1.58059744016703e-07,8.1476034713372e-06
"SO4ASSIM.PWY..sulfate.reduction.I..assimilatory..unclassified","study_condition","T2D",0.937877773664583,0.134966385907478,952,313,6.84033785978453e-12,8.46247512367629e-10
"PWY0.862...5Z..dodec.5.enoate.biosynthesis","study_condition","T2D",0.93506361915224,0.184118022445631,952,806,4.578045521952e-07,2.0227486846992e-05
"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.933672675671784,0.219885084965117,952,351,2.38871033307507e-05,0.000577827695095813
"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.933672675671784,0.219885084965117,952,351,2.38871033307507e-05,0.000577827695095813
"FERMENTATION.PWY..mixed.acid.fermentation.unclassified","study_condition","T2D",0.930530929510367,0.130146419718457,952,334,1.73527882809369e-12,2.34804916426427e-10
"PWY.5840..superpathway.of.menaquinol.7.biosynthesis","study_condition","T2D",0.927919431925797,0.142026596792371,952,277,1.04811716329185e-10,1.04329823380545e-08
"PWY.4041...gamma..glutamyl.cycle.unclassified","study_condition","T2D",0.925027666807579,0.139945465546556,952,383,6.41191612632832e-11,7.02875869038016e-09
"PWY.6703..preQ0.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.923302598166002,0.190594019808779,952,415,1.48340849439479e-06,5.70947447175951e-05
"PWY.5971..palmitate.biosynthesis.II..bacteria.and.plants.","study_condition","T2D",0.922552081034392,0.113523525488525,952,225,1.37296020912557e-15,3.83543077775078e-13
"PWY.6519..8.amino.7.oxononanoate.biosynthesis.I","study_condition","T2D",0.921785319273496,0.182273838605776,952,797,5.10910283821937e-07,2.24524468465271e-05
"PWY66.389..phytol.degradation.unclassified","study_condition","T2D",0.920838397254744,0.179340124080648,952,225,3.431845491348e-07,1.5761556327611e-05
"PWY.2723..trehalose.degradation.V","study_condition","T2D",0.917799884595041,0.169484620967353,952,492,7.76129143180757e-08,4.6036153287297e-06
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II","study_condition","T2D",0.915023593220888,0.150011849037655,952,835,1.54672298361036e-09,1.35299202404705e-07
"PWYG.321..mycolate.biosynthesis","study_condition","T2D",0.912075179264819,0.187902315790376,952,789,1.41469100685956e-06,5.54354032552208e-05
"PWY.6588..pyruvate.fermentation.to.acetone","study_condition","T2D",0.911636211762088,0.200752452939035,952,358,6.31758257559876e-06,0.000191294633233165
"METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis","study_condition","T2D",0.910947953251817,0.150419751471279,952,787,2.00965011175804e-09,1.68966698716744e-07
"FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.","study_condition","T2D",0.908972533089222,0.170841206300977,952,803,1.29149715495471e-07,7.07871225437199e-06
"PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis","study_condition","T2D",0.906442786110982,0.146642285409453,952,244,9.43499702621749e-10,8.33745655582076e-08
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.901011672170455,0.188606027023262,952,614,2.05892605412679e-06,7.33218238078157e-05
"PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.","study_condition","T2D",0.900120176595502,0.147965785249011,952,787,1.70674875179194e-09,1.46341031589289e-07
"FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage","study_condition","T2D",0.896118925392602,0.144852734605721,952,244,9.14669399100022e-10,8.16601752186206e-08
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I.unclassified","study_condition","T2D",0.895298885349877,0.133474273160402,952,287,3.3974996038722e-11,3.82108397006925e-09
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation.unclassified","study_condition","T2D",0.893770028199108,0.131556148363952,952,336,1.92767057597107e-11,2.22581695838793e-09
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II.unclassified","study_condition","T2D",0.88862584916211,0.156320882073576,952,653,1.74526559755683e-08,1.19007874605056e-06
"PWY.5103..L.isoleucine.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.886161895650393,0.182676039604519,952,537,1.43561541613772e-06,5.55019174274673e-05
"PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.881368616755267,0.198621169037603,952,495,1.01730741681755e-05,0.000283478346855633
"MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis","study_condition","T2D",0.880341823313431,0.147221944399188,952,787,3.16479849753587e-09,2.4915595444237e-07
"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation","study_condition","T2D",0.880040848337087,0.161132665379608,952,553,6.03112879228663e-08,3.70422520150371e-06
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.878367991714648,0.169034541836102,952,815,2.48879860245021e-07,1.1973886609566e-05
"VALSYN.PWY..L.valine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.875721190767619,0.193457210461852,952,672,6.7538585809829e-06,0.0002030847753865
"PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation","study_condition","T2D",0.874618618223948,0.152337480567467,952,625,1.26457089682679e-08,8.97638030042626e-07
"PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.870604926764318,0.231066922087505,952,442,0.000174895008910425,0.00277906564617299
"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.868399119845985,0.180345333028771,952,537,1.71113653134472e-06,6.41491011317979e-05
"PWY.7046..4.coumarate.degradation..anaerobic.","study_condition","T2D",0.866276130882466,0.144252033008336,952,245,2.71924736776676e-09,2.20081142101497e-07
"PWY.6113..superpathway.of.mycolate.biosynthesis","study_condition","T2D",0.865013989239497,0.108847680550937,952,220,5.40771196419914e-15,1.23238909499907e-12
"PWY.5177..glutaryl.CoA.degradation.unclassified","study_condition","T2D",0.864422950373641,0.138765322880943,952,395,7.03371573396812e-10,6.41178718485936e-08
"BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I","study_condition","T2D",0.86277664950355,0.17688722748213,952,796,1.2594274005233e-06,5.00304646262926e-05
"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.861514525959597,0.250515560710702,952,433,0.000609396568711211,0.00729927287004024
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I.unclassified","study_condition","T2D",0.858388225934134,0.152513622545999,952,355,2.3973122496557e-08,1.60935845597041e-06
"PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria..unclassified","study_condition","T2D",0.857964204927011,0.135302584202377,952,465,3.52743591507747e-10,3.35687857412867e-08
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.856111933569438,0.23540145704104,952,414,0.000290915697273356,0.00417971631461997
"GLYCOCAT.PWY..glycogen.degradation.I..bacterial.","study_condition","T2D",0.855089467710968,0.164671374182621,952,495,2.53711025966629e-07,1.2138881131884e-05
"PWY.6731..starch.degradation.III","study_condition","T2D",0.85318450486495,0.16931684032219,952,487,5.60454042966534e-07,2.42676600604509e-05
"PWY.5973..cis.vaccenate.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.847914062929738,0.182288524954219,952,518,3.7635324319715e-06,0.000120711818003234
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.84681533598311,0.194366023671029,952,658,1.4637971231117e-05,0.000386092295704006
"NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II","study_condition","T2D",0.840345433393366,0.185830260727844,952,651,6.89849010075551e-06,0.000206716000943054
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated","study_condition","T2D",0.837706734983806,0.162172198246199,952,801,2.92298195849591e-07,1.36827155462565e-05
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.833699457079052,0.188487175203267,952,457,1.08571476561963e-05,0.000297540818679303
"VALSYN.PWY..L.valine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.830972895856224,0.256566301953388,952,415,0.00124199700519242,0.0125504014760401
"RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_uniformis","study_condition","T2D",0.829868839791665,0.259474092988243,952,460,0.00142842473431007,0.0138523608052914
"PWY0.862...5Z..dodec.5.enoate.biosynthesis.unclassified","study_condition","T2D",0.82725612129898,0.148030997297059,952,384,2.99599901608471e-08,1.907746432301e-06
"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.826736191228403,0.214515088611866,952,422,0.000124050547467466,0.0021315034545005
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.825575278343936,0.240031965312635,952,407,0.000608346415809123,0.00729678664945568
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.825325561554489,0.212693833152622,952,723,0.000111529717246446,0.00196310437267118
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.825173775922632,0.225461866895457,952,398,0.000266229031571952,0.00388793155718905
"GALACTUROCAT.PWY..D.galacturonate.degradation.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.824049260901786,0.174994417734648,952,617,2.86109468979441e-06,9.4931341048351e-05
"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.823112267782334,0.211906423109381,952,723,0.000109749573410582,0.00194455197985974
"METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis.unclassified","study_condition","T2D",0.822857890352444,0.12573684702241,952,448,9.77745695707569e-11,9.84567177305529e-09
"PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.822576365889775,0.185408065919389,952,442,1.02130766996487e-05,0.000283478346855633
"PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.822576365889775,0.185408065919389,952,442,1.02130766996487e-05,0.000283478346855633
"PWY.6606..guanosine.nucleotides.degradation.II","study_condition","T2D",0.821724732366,0.154306078842602,952,747,1.25934848008379e-07,6.99056223954521e-06
"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.820938116213243,0.196389875268121,952,507,3.18308953591683e-05,0.000733126472899994
"COA.PWY..coenzyme.A.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.818026110682871,0.20611137370735,952,345,7.76771185033512e-05,0.00149174261721492
"PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis","study_condition","T2D",0.815204267115717,0.106708548040135,952,288,5.3274687362988e-14,9.81614452262715e-12
"PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.814187011848595,0.187853259705026,952,368,1.61958108358622e-05,0.000416189085574383
