"feature","pathway","species","category","direction","log2FC","FDR","importance_score"
"GLYOXYLATE-BYPASS: glyoxylate cycle|g__Raoultella.s__Raoultella_ornithinolytica","GLYOXYLATE-BYPASS: glyoxylate cycle","g__Raoultella.s__Raoultella_ornithinolytica","Carbohydrate metabolism","T2D_enriched",1.76270365227984,1.27189276859843e-34,59.7478089029798
"GLYOXYLATE-BYPASS: glyoxylate cycle|g__Kluyvera.s__Kluyvera_cryocrescens","GLYOXYLATE-BYPASS: glyoxylate cycle","g__Kluyvera.s__Kluyvera_cryocrescens","Carbohydrate metabolism","T2D_enriched",1.76270365227984,1.27189276859843e-34,59.7478089029798
"GLYOXYLATE-BYPASS: glyoxylate cycle|g__Enterobacter.s__Enterobacter_mori","GLYOXYLATE-BYPASS: glyoxylate cycle","g__Enterobacter.s__Enterobacter_mori","Carbohydrate metabolism","T2D_enriched",1.76270365227984,1.27189276859843e-34,59.7478089029798
"GLYOXYLATE-BYPASS: glyoxylate cycle|g__Escherichia.s__Escherichia_fergusonii","GLYOXYLATE-BYPASS: glyoxylate cycle","g__Escherichia.s__Escherichia_fergusonii","Carbohydrate metabolism","T2D_enriched",1.76270365227984,1.27189276859843e-34,59.7478089029798
"GLYOXYLATE-BYPASS: glyoxylate cycle|g__Raoultella.s__Raoultella_planticola","GLYOXYLATE-BYPASS: glyoxylate cycle","g__Raoultella.s__Raoultella_planticola","Carbohydrate metabolism","T2D_enriched",1.76270365227984,1.27189276859843e-34,59.7478089029798
"GLYOXYLATE-BYPASS: glyoxylate cycle|g__Klebsiella.s__Klebsiella_michiganensis","GLYOXYLATE-BYPASS: glyoxylate cycle","g__Klebsiella.s__Klebsiella_michiganensis","Carbohydrate metabolism","T2D_enriched",1.76270365227984,1.27189276859843e-34,59.7478089029798
"GLYOXYLATE-BYPASS: glyoxylate cycle|g__Citrobacter.s__Citrobacter_sp_MGH106","GLYOXYLATE-BYPASS: glyoxylate cycle","g__Citrobacter.s__Citrobacter_sp_MGH106","Carbohydrate metabolism","T2D_enriched",1.76270365227984,1.27189276859843e-34,59.7478089029798
"GLYOXYLATE-BYPASS: glyoxylate cycle|g__Citrobacter.s__Citrobacter_koseri","GLYOXYLATE-BYPASS: glyoxylate cycle","g__Citrobacter.s__Citrobacter_koseri","Carbohydrate metabolism","T2D_enriched",1.76270365227984,1.27189276859843e-34,59.7478089029798
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Escherichia.s__Escherichia_coli","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Escherichia.s__Escherichia_coli","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Klebsiella.s__Klebsiella_pneumoniae","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Klebsiella.s__Klebsiella_pneumoniae","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Hafnia.s__Hafnia_alvei","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Hafnia.s__Hafnia_alvei","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Citrobacter.s__Citrobacter_freundii","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Citrobacter.s__Citrobacter_freundii","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Klebsiella.s__Klebsiella_variicola_CAG_634","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Klebsiella.s__Klebsiella_variicola_CAG_634","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Klebsiella.s__Klebsiella_variicola","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Klebsiella.s__Klebsiella_variicola","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Hafnia.s__Hafnia_paralvei","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Hafnia.s__Hafnia_paralvei","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Escherichia.s__Escherichia_marmotae","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Escherichia.s__Escherichia_marmotae","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Raoultella.s__Raoultella_ornithinolytica","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Raoultella.s__Raoultella_ornithinolytica","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Klebsiella.s__Klebsiella_oxytoca","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Klebsiella.s__Klebsiella_oxytoca","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Enterobacter.s__Enterobacter_mori","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Enterobacter.s__Enterobacter_mori","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Klebsiella.s__Klebsiella_aerogenes","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Klebsiella.s__Klebsiella_aerogenes","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Citrobacter.s__Citrobacter_sp_MGH106","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Citrobacter.s__Citrobacter_sp_MGH106","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Citrobacter.s__Citrobacter_braakii","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Citrobacter.s__Citrobacter_braakii","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Kluyvera.s__Kluyvera_ascorbata","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Kluyvera.s__Kluyvera_ascorbata","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Klebsiella.s__Klebsiella_michiganensis","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Klebsiella.s__Klebsiella_michiganensis","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Klebsiella.s__Klebsiella_quasipneumoniae","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Klebsiella.s__Klebsiella_quasipneumoniae","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Raoultella.s__Raoultella_planticola","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Raoultella.s__Raoultella_planticola","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA|g__Citrobacter.s__Citrobacter_youngae","TCA-GLYOX-BYPASS: superpathway of glyoxylate bypass and TCA","g__Citrobacter.s__Citrobacter_youngae","Carbohydrate metabolism","T2D_enriched",1.8291123269787,1.18035434799273e-32,58.3998756871917
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Escherichia.s__Escherichia_coli","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Escherichia.s__Escherichia_coli","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Klebsiella.s__Klebsiella_pneumoniae","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Klebsiella.s__Klebsiella_pneumoniae","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Hafnia.s__Hafnia_alvei","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Hafnia.s__Hafnia_alvei","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Citrobacter.s__Citrobacter_freundii","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Citrobacter.s__Citrobacter_freundii","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Klebsiella.s__Klebsiella_variicola_CAG_634","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Klebsiella.s__Klebsiella_variicola_CAG_634","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Klebsiella.s__Klebsiella_variicola","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Klebsiella.s__Klebsiella_variicola","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Hafnia.s__Hafnia_paralvei","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Hafnia.s__Hafnia_paralvei","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Raoultella.s__Raoultella_ornithinolytica","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Raoultella.s__Raoultella_ornithinolytica","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Klebsiella.s__Klebsiella_oxytoca","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Klebsiella.s__Klebsiella_oxytoca","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Klebsiella.s__Klebsiella_aerogenes","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Klebsiella.s__Klebsiella_aerogenes","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Escherichia.s__Escherichia_marmotae","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Escherichia.s__Escherichia_marmotae","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Citrobacter.s__Citrobacter_braakii","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Citrobacter.s__Citrobacter_braakii","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Kluyvera.s__Kluyvera_ascorbata","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Kluyvera.s__Kluyvera_ascorbata","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Raoultella.s__Raoultella_planticola","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Raoultella.s__Raoultella_planticola","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass|g__Citrobacter.s__Citrobacter_youngae","GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass","g__Citrobacter.s__Citrobacter_youngae","Carbohydrate metabolism","T2D_enriched",1.8032728756019,1.18035434799273e-32,57.5748740041497
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Hafnia.s__Hafnia_alvei","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Hafnia.s__Hafnia_alvei","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Escherichia.s__Escherichia_coli","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Escherichia.s__Escherichia_coli","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Klebsiella.s__Klebsiella_pneumoniae","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Klebsiella.s__Klebsiella_pneumoniae","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Klebsiella.s__Klebsiella_oxytoca","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Klebsiella.s__Klebsiella_oxytoca","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Veillonella.s__Veillonella_dispar","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Veillonella.s__Veillonella_dispar","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Veillonella.s__Veillonella_infantium","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Veillonella.s__Veillonella_infantium","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Veillonella.s__Veillonella_atypica","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Veillonella.s__Veillonella_atypica","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Veillonella.s__Veillonella_parvula","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Veillonella.s__Veillonella_parvula","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Escherichia.s__Escherichia_marmotae","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Escherichia.s__Escherichia_marmotae","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Veillonella.s__Veillonella_rogosae","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Veillonella.s__Veillonella_rogosae","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Enterobacter.s__Enterobacter_mori","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Enterobacter.s__Enterobacter_mori","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Klebsiella.s__Klebsiella_aerogenes","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Klebsiella.s__Klebsiella_aerogenes","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Klebsiella.s__Klebsiella_variicola","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Klebsiella.s__Klebsiella_variicola","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Citrobacter.s__Citrobacter_freundii","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Citrobacter.s__Citrobacter_freundii","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Citrobacter.s__Citrobacter_braakii","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Citrobacter.s__Citrobacter_braakii","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Raoultella.s__Raoultella_ornithinolytica","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Raoultella.s__Raoultella_ornithinolytica","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Klebsiella.s__Klebsiella_michiganensis","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Klebsiella.s__Klebsiella_michiganensis","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Raoultella.s__Raoultella_planticola","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Raoultella.s__Raoultella_planticola","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-5918: superpathay of heme biosynthesis from glutamate|g__Citrobacter.s__Citrobacter_youngae","PWY-5918: superpathay of heme biosynthesis from glutamate","g__Citrobacter.s__Citrobacter_youngae","Amino acid metabolism","T2D_enriched",1.79495828049524,4.70229687707947e-26,45.4621468112401
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|g__Escherichia.s__Escherichia_coli","PWY-561: superpathway of glyoxylate cycle and fatty acid degradation","g__Escherichia.s__Escherichia_coli","Lipid metabolism","T2D_enriched",1.70242314622889,2.685002440463e-27,45.2351795883648
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|g__Klebsiella.s__Klebsiella_pneumoniae","PWY-561: superpathway of glyoxylate cycle and fatty acid degradation","g__Klebsiella.s__Klebsiella_pneumoniae","Lipid metabolism","T2D_enriched",1.70242314622889,2.685002440463e-27,45.2351795883648
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|g__Klebsiella.s__Klebsiella_oxytoca","PWY-561: superpathway of glyoxylate cycle and fatty acid degradation","g__Klebsiella.s__Klebsiella_oxytoca","Lipid metabolism","T2D_enriched",1.70242314622889,2.685002440463e-27,45.2351795883648
"PWY-561: superpathway of glyoxylate cycle and fatty acid degradation|g__Klebsiella.s__Klebsiella_michiganensis","PWY-561: superpathway of glyoxylate cycle and fatty acid degradation","g__Klebsiella.s__Klebsiella_michiganensis","Lipid metabolism","T2D_enriched",1.70242314622889,2.685002440463e-27,45.2351795883648
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|g__Escherichia.s__Escherichia_coli","PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)","g__Escherichia.s__Escherichia_coli","Lipid metabolism","T2D_enriched",1.95908800651588,3.24043577835161e-23,44.0587071162714
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|g__Kluyvera.s__Kluyvera_ascorbata","PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)","g__Kluyvera.s__Kluyvera_ascorbata","Lipid metabolism","T2D_enriched",1.95908800651588,3.24043577835161e-23,44.0587071162714
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|g__Klebsiella.s__Klebsiella_pneumoniae","PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)","g__Klebsiella.s__Klebsiella_pneumoniae","Lipid metabolism","T2D_enriched",1.95908800651588,3.24043577835161e-23,44.0587071162714
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|g__Citrobacter.s__Citrobacter_freundii","PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)","g__Citrobacter.s__Citrobacter_freundii","Lipid metabolism","T2D_enriched",1.95908800651588,3.24043577835161e-23,44.0587071162714
"PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)|g__Hafnia.s__Hafnia_paralvei","PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)","g__Hafnia.s__Hafnia_paralvei","Lipid metabolism","T2D_enriched",1.95908800651588,3.24043577835161e-23,44.0587071162714
